article_id,newspaper_name,edition,date,page,headline,byline,article
13_1942-10-16_p4_sn83045499_00393342274_1942101601_0550,The Daily Alaska empire.,01,1942-10-16,p4,,,"speech at West Point definitely promising a Second Front, though fixing no time.

 Afterward, the President received a phone call from Churchill which upset him considerably Churchill warned that Marshall's speech was too definite, would arouse false hopes.

 Gen. Marshall had made the speech obviously with the advance okay of the President. and for the purpose of worrying the Germans into diverting troops from Russia to France.

 By stroke of circumstance, the President had scheduled a confer ence with Senate leaders, plus Gen. Marshall, Admiral King, Donald Nelson and other war chiefs, just before the Churchill phone call came in.

 Afterward, he was obviously upset, warned Nelson that he must have more steel, 'and don't tell me you can't get it."" Then turning sharply to Gen. Marshall he warned that there were to be no more Second Front speeches.

 Churchill of course, was not pres ent at the Molotoff conversations, so high U. s. officials flew to Lon don to get his views.

 This was midsummer. Meanwhile, the Nazi mechanized legions were plunging across the plains of South Russia toward Stalingrad at the rate of 20 to 50 miles a day. Mean while, also, Army Navy needs had sidetracked certain supplies which might have gone to Russia, conveys via Murmansk had suffered heavily, and Stalin was getting more and more irate over lack Of Allied sup port."
20_1942-09-15_p1_sn82014085_00393347119_1942091501_0186,The Waterbury Democrat.,01,1942-09-15,p1,By M. s. HANDLER,,"NOAAeC4 ACSC 0SNAAA NVAA &0tbRAANANA4A@l

 Moscow, Sept. 15.-(UP)-Dis- patches from embattled Stalingrad reported today that Soviet air relil- forcements have prevented gen- eral Nazi break-trlrough on the Volga city front, but Russian forces were compelled to fall back south- west of the city and the battle haa entered ""the critical stage.S

 The reports indicated that tho fresh Soviet air strength was thrown into the battle at 8 moment when flight after flight of German bomb-' ers-often as many as 300 at time were wearing down the resistance of the defenders.

 The dispatches reported the Ger mans were attacking all along the Stalingrad front = from the north west, the west and the southwest with the situation most critical for the moment on the southwestern approaches.

 Simultaneously. new Red cavalry units reached the Stalingrad se9te~ and went into immediate acta4a northwest of the city where theY

 (Continued on Page 9"
6_1945-01-01_p1_sn83045462_0028060382A_1945010101_0007,Evening star.,01,1945-01-01,p1,"Russians Drive Nazis
From Two-Thirds Of
Western Budapest


Northeastern Hungary


Cleared of Germans


On 20O-MiIe Front",BIZ the Associated Press.,"LONDON, Jan. n.~1.-Hard-fight-
ing Russian shock troops have
hurled the Germans out of two
thirds of Buda, the western half
of Budapest, and today neared
the Danube embankment in the
center of the burning Hungarian
capital.


Battling amidst scenes of slaugh-
ter unrivaled since Stalingrad, Red
Army units overran 800 blocks Of
houses and buildings in Buda yes
terday, while In Pest, eastern half
of the capital, Soviet spearheads
had driven 8 miles into inner de-
fenses.


Nad Remnants Smashed.


simultaneously, north of the city
Russian troops smashed the last
enemy remnants trapped in the
Pills hills in the Danube knee and
swept the Germans out of North
eastern Hungary into Slovakia on a
200-mile front from the mouth of
the Ipoly River to the frontier town
of Satoraljaujhely.


A midnight Soviet bulletin said
3,700 Axis troops have been killed
in the New Year eve battling in the
heart of Budapest, making a 48-hour
toll of 1900. Twenty-Five tanks and
self propelled guns were captured.


The Russians were blowing up
fortified buildings in the hills of
Buda, burying the die-hard German
defenders.


Fierce struggles are taking place
for every building"" the communique
reported.


River Crossed Again.
The Russians scored other sue
cesses on the Hungarian front yes
terday, plunging to within s miles
southeast of the Slovak rail juno
tion of Losonc Iucenec), SIS miles
northeast of Budapest, and mace a
new crossing of the Hron River at
two points west of Leva uevicel
In the latter sector the Russians
were only IS miles from Brat.slava
and SO east of Vienna.
Meanwhile, Nazi commentators on
the Berlin radio told of Russian
preparations for big winter ofIen-
sive. They said the Red Army was
massing men and materials on the
iway to Krakow."
14_1942-12-19_p1_sn82014085_00393347107_1942121901_0724,The Waterbury Democrat.,01,1942-12-19,p1,"Gen. Wavell's Army Drives

 Wedge Into Jap Positions

TRAPPED NAzIS |. LAUNCH ATTACK

New Offensive in Don, VOlga Area; Russians

 Claim Attack Beaten",By M. s. HANDLER United Press Staff Correspondent,"Moscow, Dec. 19.-(UP)-The So- viet High Command indicated today that the Germans had begun sec- ond big scale drive to free their armies trapped between the Don and volga, on the Stalingrad front.

 The Soviet noon communique re- ported that the Red Army had beaten of fierce infantry and tank attacks southwest of Stalingrad The Germans rtreated, leaving many dead and F guns and other impor- tant material.

 This report was preceded last mid- night by official accounts of earlier fierce tank and infantry actions southwest of Stalingrad. In that fighting, the Germans succeeded in capturing a village, but did not hold 1t long. A Russian counter-attack took it back, killed hundreds ot Germans and destroyed seven tanks.

 On an adjacent sector. seven more German tanks were disabled, and one Russian lieutenant knocked out six additional tanks with an anti tank rife.

 Even more indicative of the Ger man effort was a report in last mid nights Soviet communique that 9s German planes had been destroyed yesterday. among them eight trans ports in the Stalingrs area.

 The first German attempt to free the Nal forces facing almost cer- tain extermination on the Steppes before Stalingrad began almost g week ago.

 Near verchne Kumsky, 60 miles southwest of Stalingrad, where to- days fighting presumably took place, the Germans drove a spear head in Soviet positions. The Rus sians. after hard battle, nipped it off, and wiped out 5000 Germans and 50 tanks.

 The noon communique reported counter-attacks in a factory dis trict inside Stalingrad and on the central front, opposite Moscow, where the Soviet advance contin-

 (Ccntirued on Page 9"
37_1943-01-15_p2_sn88063294_00414187614_1943011501_1048,Detroit evening times.,01,1943-01-15,p2,REPORT OFFICERS FLEE,,"international News Service


said that all high German staff


officers at Stalingrad were re-
ported fleeing the city by air1


North Caucasus operations car
.Tied the Russians into several
populated places.


The Red army captured II towns
in the area yesterday, most of
them north of Georgievsk, 2T5
miles southeast OF Rostov, and east
Of the main railroad where re-
naming Germans were being at
tackled from the south and east.


The Germans were being pressed
westward 10 the railroad while the
main Russian army drove along II
toward Armavir. 135 miles north
west of Georgievsk and l65 miles
south-southeast of Rostov."
4_1942-12-17_p1_sn82014085_00393347107_1942121701_0678,The Waterbury Democrat.,01,1942-12-17,p1,,,"planes ruled the air, hedge hopping over German lines in two or three yard ceilings.

 German prisoners said the Nazis didn't have enough planes left to support ther infantry.

 Besides killing 2,oo0 Germans and destroying 24 tanks, the Soviet high command reported the destruction of 20 guns and 80 machine gun points, and the capture of two dumps of war material. thre am- intuition dumps and other irnpor- tant booty.

 In their other offensive, the Rus Sians surged forward southwest of Stalingrad, took number of forti- fled points and killed 400 Germans. Panicky, the Germans threw down their arms apd retreated.

 On another sector southwest of Stalingrad. Soviet forces pursuing the Germans, destroyed nine tanks and Il anti-aircraft guns. wiped out a company (200 and captured pris- oners.

 These actions followed the rout- ing of enemy forces who had broken through to the Verknedumski area, southwest of Stalingrad. Tn two days, the Russians had knocked out 50 tanks and killed 5000 men.

 Front-line dispatches said the Russians, closing this breech had checked the biggest thrust since their offensive opened on No- vember l9.

 Vernedumski is some 60 miles southeast of Stalingrad, and dis patches said the Russians were pre- pairing to meet further tank at tacks aimed at relieving large Ger man forces encircled between the Don and Volga rivers.

 The Germans, dispatches re- vealed, had come dangerously close to achieving their objective before the Red Army bowed in a big force of tanks and motorized infantry and cleaded 1t up.

 Earlier, the Russians had reported the capture of village west of Surovikino. which is ""A miles due west of Stalingrad in the Don bend. There, the Russians had seized S05 guns, 1,500 motor yehi- cles, two trains of war supplies and other important booty.

 Forces of the Stalingrad garri- son storned sveral fortified build- lngs and killed 160 Germans, the

 stu aaa s----- Ff@ss a.

 froVki,ued on Pace AA"
6_1942-10-04_p30_sn83045462_00280603247_1942100401_0176,Evening star.,01,1942-10-04,p30,Russian Front,,"The Axis today is still trying to accom-
plish in Russia what it was trying to
accomplish more than a month ago
reach the Volga at Stalingrad, reach the
Caspian at the Gulf of Kuma, cut off the
Soviet from its oil, cut off the Soviet
from American and English supplies that
enter from the south, through Persia
and across the Caspian. To slow up the
Axis the Reds last week began an attack
far to the north and west of Stalingrad,
at Rzhev, near the source of the long
flowing Volga, and to the south and west
OF Stalingrad near the Don Rivers bend.
Both these operations were calculated
to distract some of the German attention
from Stalingrad.


A year ago some bets were placed in
the United States about how soon the
Germans would be in Moscow, toward
which they were driving iercely. Long
ago the Axis gave up hopes of taking
the Red capital. Moscow now is getting
ready for its second winter of war. Some
idea OF the popular participation in war"
7_1944-02-02_p1_sn84020662_00414185587_1944020201_0263,The Nome nugget.,01,1944-02-02,p1,"GRANTED THE RIGHT TO

 FORM POLICIES",,"LONDON, Feb. 2.-(APl-The Soviet Union has given it's Is member republics the right to make their own foreign policy have. their own army formations. This is a significant move in the drafting of a new Europe after the war.

 The first reaction in London to the plan was that Premier Mar shal Stalin's proposal for a pro- gram decentraGzing the USSR, was strikingly similar to the ac- ton taken by the British Irnper- ial Council in 1928.

 There was a natural hesitancy to comment on the Soviet move without further study. but it was logical to assume the next step would be for the Soviet Republics to. request recognition from other countries. Once this was granted, each, presumably, would have a voice in the peacetime organiza- ton.

 Significant to appear in London was MolOtOV'S assertion, the change would serve further to in- crease the authority of our coun- try in the eyes of peoples to the east and west"
5_1944-09-29_p6_sn83045462_00280603764_1944092901_0311,Evening star.,01,1944-09-29,p6,Churchill Reports Aooin,,"Winston Churchill's periodic re-
ports to the House of Commons are
always newsWorthy. Models of eau
tious candor, they are likewise gen.
uine surveys, seldom omitting salient
aspects of the current world situa-
ton. His report rendered yesterday
Is no exception to the rule.


From the standpoint of headline
Interest, the outstanding topics were
those dealing with the situation on
the western front and the degree of
understanding arrived at between
Britain, America and the Soviet
Union. Sensitive as always to cur
rent developments, the Prime Min
lister was much less optimistic on
the end OF the war in Europe than
In his last address to Commons
Speaking in the psychic shadow of
the Arnhem setback, Mr. Churchill
raised the possibility that several
months OF 1945"" may be required to
break organized German resistance,
and that even thereafter guerrilla
warfare may be carried on in the
more inaccessible parts of Germany
by numbers of desperate men con-
scious of their own guilt and i'm
pending doom""


Vying in current interest with his
prognosis of the battle for Germany
were his remarks on Allied
understanding Fresh from his con-
ferences with President Roosevelt at
Quebec and at Hyde Park, Mr..
Churchill stated optimistically that
complete agreement on every point""
was reached there. However, he ad-
mitted that those discussions must
be amplitied by tripatite confer
ence with Stalin similar to that at
Teheran last year This he termed
essential"" And he implicitly went
on to hint that the decisive CONVEX
sations between the big three might
have to await the close of the war in
Europe. Great decisions, he asserted
could not be taken without far
closer and more searching discus
sions than can be held amid the
clash of arms. This is not the time
for taking hardand-f fast momentous
decisions on incomplete data at a
breakneck speed"" This accords with
the inconclusive results attained at
the Dumbarton Oaks conference to
show that much remains to be done
before def1nitive understanding is
arrived at between the western
powers and the Soviet Union.


AS usual, Mr.. Churchill gave out
factual data previously unrevealed.
He discloses, for instance, that the
Anglo-American armies on the con-
tinent now number between 2,OOO,-
900 and 100000, and that their
total casualties to date are less than
25O,000, as against nearly 1000. 900
Germans disposed of in various
ways. He likewise described the
gathering might of the Allies against
Japan which would eventuate in it's
elimination with ""other diseases of
the jungle Those are merely the
outstanding high lights of an ad-
dress covering many points and red
olent with robust optimism tenn
pered by ShreWd prudence,"
11_1942-08-22_p9_sn82014085_00393347120_1942082201_0731,The Waterbury Democrat.,01,1942-08-22,p9,,,"Imagine, then, the surprise of Hollywood when Warner Brothers announced purchase of movie rights to the diplomatic report, and when Davies was quoted as saying the price was the highest ever paid for book. (The figure has not been mentioned, but it must be above $150,00O. Davies indicated the money had been given to war organization.)

 SURE OF sUCCEs

 No matter what sympathetic mis- givings the rest of Hollywood has been feeling about the deal, can report that there is no consternation whatever at the flicker factory where Mission to Moscow"" is being prepared as a picture. The job is in expert hands, and is being given all the aid two governments can provide. And the account, now that it has been complemented by great sheaf of additional information from Davies, provides true romance and action along with the vitla pie ture of our least known Cor most misunderstood war ally.

 have talked with the producer and the writer, the latter being Erskine Caldwell, who spent eight months in Russia. Robert Buck ner, the producer. Virginia born, Edinburgh and Paris educated, was a Moscow correspondent for the London Daily Mail in 193435 They are receiving every reason able aid from eX ambassador Davies and the U. s. State Depart ment, plus miles of every sort of documentary film from Russia. They will be able to show docu- mentary evidence of almost any thing they select. If it were not for their great responsibility = of bringing out the first film showing Russia and it's people as they ac- tually are, and as they think and fight-Buckner and Caldwell would regard their assignment as a cinch. TOUGHEST TASK

 Their toughest task seems to be in conflicting problems of reality - how to present the favor able truth without mourning sus- picion of staged propaganda. ""There is one thing hope you can make clear"" said Producer Buckner, ""and that is that this movie definitely is not an effort to sell communism. We want to show truth, good and bad points objectively. But most, we want to mirror the feeling of Russia and it's people,""

 The picture hasn't been cast, but it will present more living characters than any screen show ever made-'Stalin, Litvinov, Mol otov, Timoshenko and many oth- CTS, plus several German dagger bearers."
5_1940-10-03_p4_sn83045499_00393342225_1940100301_0225,The Daily Alaska empire.,01,1940-10-03,p4,"HOROSCOPE E ""The stars incline

 but do not compel""

FRIDAY, OCTOBER 4",,"Benefic aspects today contend with adverse influences. Go o d fortune should rule, however, as the hours pass It is promising for many types of merchandising and for building projects.

 Heart and Home: Women are under a threatening rule today which may be depressing and thwarting, if they engage in any sort of important work. Anxiety regarding the future may domin- ate the minds of mothers who have seen their sons engage in train- ing for defense. but the stars seem to presage a fortunate outcome to war preparations. This is a time to make the home sanctu- ary. All the household arts should be cultivated.

 Business Affairs: There is a condemnation read as indicating good luck for our commerce. Ac- tivity of the Navy in the Pacific is well directed and will aid colo nies to maintain their indepen- dence of enemy rulers. Japan is to offer added insults, with the connavance of foreign dictators. The coming months in the United States are to be prosperous, al- though there may be slight de- cline in trade at the end of this month.

 National Issues: According to a European seer the United States is to gain greatly in power and prosperity, no matter which politi- cal party happens to win, and this authority forecasts a close count in the election The stars are read as presaging victory for the powers that be, because world events are to influence voters.

 International Affairs: Interna troubles are foretold for Russia II COAAJaAiSciOAAo VI Uranus, Saturn and Jupiter art read as foreshadowing political up. heavals in the Soviet Government and troubles with peoples along tht borders of the country. The deatf of leader in Moscow is prognos ticated. Stalin, also comes unde threatening portentS.

 Persons whose birthdate 1t l have the augury of a year of gain ln artistic endeavor Love affair Will be fortunate. Many widow will marry.

 Children born on this day ma be severe in character. They ar likely to be talented and indepen uent, energetic and uncompromis ing.

 Copyright 1940)"
34_1941-07-22_p8_sn82014085_0039334717A_1941072201_0325,The Waterbury Democrat.,01,1941-07-22,p8,,,"|

 of consolidating the two pictures.

 However, a detailed dispatch by Henry Shapiro, United Press staff correspondent in Moscow describing his personal experiences during the air attack seemed to indicate that the raid was only of moderate in- tensity compared with the smashing blows which the German air force has in the past dealt at British cities.

 The Nazi high command said that the Moscow attack had started huge fires near the Kremltn and the Moscow river which weaves through the center of the Russian capital and that damage was caused to Red Army headquarters and gov- ernment buildings.

 The attack was called & ""repris- al"" for Soviet air attacks on Hel- sinki and Bucharest-the customary Nazi propaganda technique. Most of the worst German attacks on Britain have been officially charac- terized as ""reprisals"" for some act or other by the British.

 The Nazi high command also en- tered an even more sweeping claim than any before concerning the disintegration of Russian defenses. No unified front line or central Russian command is any longer in existence, the Germans claimed, maintaining that their forces are now engaged in mopping up scat- tered and isolated Russian detach- mentS.

 Moscow sharply challenged this report but estimated that 200 Ger man planes participated.

 Front Lines Forgotten

 The air attack diverted attention from front-line fighting between Russia and Germany. Neither Berlin nor Moscow indicated any appre- ciable changes in the front posi- tionS.

 The Germans claimed that the smash by air. at the Red capital was one phase of terrific assault by the Luftwaffe on the entire triangle from Snolensk to Leningrad to Moscow.

 In that area, 1t was claimed, Ger man palneS wrecked railroad lines, military barracks and pounded troop concentrations in an obvious att tempt to break up Soviet military power behind the firing lines to pre- vent reinforcement of front-ltne Red divisions.

 The rail on Moscow as said in Berlin to have included the drop ping of hundreds of heavy high ex- plosive bombs and tens of thou sands of incendiaries which, 1t was claimed, started big fires through out the Soviet capital. Twelve hits by heavy bombs were said to have been observed near the Kremlin, massive nerve center of the Russian state, and 20 large fires were spotted, German airmen said, east of the Kremlin Railroads running east to- ward the urals from Moscow were heavily attacked.

 The Russian accounts said that several fires were started by in- cendiary bombs in central Mos COW and that some casualties had occurred but insisted that little damage resulted. Some 17 German radiers were reported brought down in the attack which started at 70 o'clock last night and continued until 3:30 this morning.

 One bomb was dropped in Man ege Square, directly in front of the U. s. embassy. Some reporters claimed that the crater of this bomb was the only one they had observed in Moscow.

 Only Few Got Through

 The Russians insisted that only a few of the German raiding planes penetrated to the Russian capital because of the stiffness of the So- viet defenSeS.

 It was reported in Moscow that the German air force for two days has been attempting to attack Lem ingrad. It was said 19 German planes have been brought down in their attempted raids with 8 loss of four Russian machines.

 On the front lines the Russians reported that their lines appeared to be holding well in the fre- quently mentioned PSkov. Polotsk- Nevel, and Novograd Volynsk sec tors, protecting Leningrad, Mos- COW and Kiev.

 The Russian communique named no new towns and indicated that German attempts to break through in these regions have failed.

 The Germans had little more to say about front line fighting. They claimed that the German army is concentrating at the moment in cleaning up encircled Soviet troops and is not pressing its advance SO strongly.

 One Nazi report claimed that Ja- kob Stalin, son of the Russian pre-. mier, had been captured with his Panzer unit southeast Of Vitebsk.

 Another Nazi report said that large numbers of ""communiSts and Jews"" had been executed in Jugo. slavia, c possible indication Of pan. Slavic demonstrations in shis strongly pro-ieuaaian Balkan state.

 Chained ts War Machines

 Moscow, July a3-Cupl-A Soviet information bureau cpaamnniqus"
32_1942-10-29_p11_sn88065202_00340588435_1942102901_0372,The Republican.,01,1942-10-29,p11,,,"in factory district of Stalingrad, tht
second gain in ""a hours."
1_1940-01-25_p6_sn82014085_00393347594_1940012501_0340,The Waterbury Democrat.,01,1940-01-25,p6,Find Few Adherents,,"The case of Finland vs. Soviet Russia looks pretty simple. Any honest jury would be back with verdict in five min utes - finding of guilty against Russia. You could throw the book at Joe Stalin, and there wouldn't be much in the way of crime that he has missed. Murder, arson, espionage, robbery armed, fraud Of all kinds, sabotage - they're all written against Russias record. No matter how you try, it's pretty hard to find any miti- gating circumstances in the Russian lr1- vaSion.

 Yet, Communist-inf influenced attempts to justify the attempted ravishment of a thriving, democratic nation are still ob- vious in the United States. Portrayal of Finland as bloody, feudalistic state has been used by Stalin's American friends to sway sympathy away from Finland. We can't stop that sort of thing here, and we don't want to. In the United States, the press is free. People may write and say what they like. By the weight of their own absurdity, arguments such as these collapse.

 Business charts and statistics aren't always the best evidence. But if they sometimes fail to tell the whole story, they usually point, at least, to the truth. Anybody who has been doubting whether Finland has really been going places dur ing the 20 years of its independence might take glance at few figures, based on the statistical report of the League of Nations. In 1929, Finland and the United Etates are compared equally at the index of 100. Depression hit both countries at about the same time. In industrial activ-"
4_1938-01-05_p9_sn83045462_00280601676_1938010501_0519,Evening star.,01,1938-01-05,p9,,,"Of the Russian soldier today Is propa.
ganda work among the civilian popu-
lation. Korea, Manchuria and China
proper are ripe for such work. Able
Communist agitators backed by indig-
nant masses might cut Japan's COM
munication lines to pieces.


In the west the opportunity Is great
er. The Ukrsinians still remember
the German occupation, and Moscow
keeps 1t fresh in their minds. Po-
land is the country, however, in which
Germany and Russia probably would
clash. Poland's frontier with Russia Is
peopled by Galicians, Ukrainians
White Russians and Jews-exploited
minorities who would 60 Communist,
Russians claim, the moment one reg
iment Of Russian troops moves into
Poland.


Stalin's View on Capitalism.


'""The history Of old Russia"" Sta
lin said In 1881. rs the history of de-
feats due to backwardness. She was
beaten by the Mongol khans. She
was beaten by the Turkish beys. She
was beaten by the Swedish feudal
barons. She was beaten by the Polish
Lithuanian squires. She was beaten
by the Anglo-French capitalists. She
was beaten by the Japanese barons.
= They beat her. saying: You
are abundant-so we can enrich our
selves at your expense They beat
her, saying: You are poor and help
less-so you can be beaten and plum
dered with impunity.' Such Is the
law Of capitalism-to beat the back
ward ard the weak. The jungle law Of
capitalism. You are backward, you
are weak, so you are wrong, hence you
can be beaten and enslaved.""


This explains Stalin's willingness
to sacrifice all to the army. The sac
rifice is cruel, but the army is good.
I do not believe that any army is
going to strike Russia again with i'm
punity.


Copyright. 1898. by the Chicago Daily


News)"
8_1943-03-07_p30_sn83045462_00280603363_1943030701_0438,Evening star.,01,1943-03-07,p30,Russian Front,,"Three Russian cities that are keys to
the Nazi military operations in Central
Russia are Orel, Bryansk and Smolensk.
Orel is the hinge between operations In
Southern Russia and Central Russia.
Bryansk is the supply base for the CEN
trail front. Smolensk is the base OF
operations for North Central and North
western Russia.


Red armies are aiming at Smolensk,
Bryansk and Orel. In Southern Russia
thaws, mud and newly vigorous Axis
resistance slowed up the Red drive, that
has taken the Russians 400 miles west
ward from Stalingrad-the offensive's
point of origin. At the Muis River,
just west Of Rostov, and at Lozovaya,
south Of Kharkov, the Germans claimed
successful counterattacks against the
Russians.


Chief action on the long Russian front
came last week in the regions north Of
kharkov. Farthest north, Marshal
Semeon Timoshenko came out Of hiding
and was revealed as having in an eight
day campaign, driven the Germans back
In the northwestern sector south of Len
ingrad by smashing the German 18th
Army. He took, apparently, the valdai
Hills ana thus robbed the Axis of natu-
raj defensive line. He is in Staraya Rus
sia by Lake linen. He took the town of
Demyansk, which the Germans had
strongly fortified. Successful continual
ton OF his campaign would result in the
isolation of the German forces outside
Leningrad


More important than Timoshenko's
action was the capture of the town of


Rzhev, which was at
Rzhev Capture the tip of long, mar


Telling Blow row German salient


pointing at Moscow.
Rzhev was a constant menace in Ger
man hands to communication between
Central and Southern Russia. The Reds
were forced during the Nazi occupation
OF that city to maintain large pro-
tective force east of it to prevent any
surprise drive in Moscow's direction.


The capture of Rzlev made possible
the use of the railway line from Moscow
to Veliki Luki, which the Reds have held
since January-80 miles from the Latvian
border. 1t made possible the beginning
Of a real drive toward Smolensk, which
the Germans capture in the summer of
194l in the early days of their initial
drive toward Moscow


Orel is strongly defended. The Reds
have menaced 1t since the development
of their march north from Kursh, but
aside from the daily expectation of a
major thrust at Orel the news about it
is slim. AS prelude to the conquest of
Orel, the Reds are moving toward
Bryansk. This task is being undertaken
by column based on Kursk. The first
job is the cutting of rail lines in order
to disrupt the Nazis' communication.
The Kursk column Wednesday captured
Dmitriev-Lgovsky. That town is Is
miles east of the railway that runs south
from Bryansk to Kiev.


In view of the vast stretches of ground
that have yet to be covered by the Reds
In order to regain the southern part of
their country from the Axis, the small
gains made last week from Kharkov to-
ward Poltava in the Ukraine are of small
moment. The conduct of the war on
the farthest Northern Russian front,"
15_1942-10-21_p1_sn82014085_00393347119_1942102101_0724,The Waterbury Democrat.,01,1942-10-21,p1,BY HENRY SHAPIRO United Press Stan Corresponds,,"NSAAANSN A AOoo 9eSSAA WI SGHs~AA4At&Aty

 Moscow, Oct. 21-CUP) - Front dispatches said today that the Rus sians seized the initiative south of Stalingrad and drove the Germans back across several miles of open country amid drenching rains that begged the eneny's communica- tionS.

 (The German high command ad- mitted significantly that Marshal Semyon Timoshenko has sent fresh endorsements into his drive from the north between the Don and the Volga Rivers. Radio Berlin had re- ported yesterday that there were preparations for a big attack north west of Stalingrad).

 Some of the biggest battles of the campaign in the Stalingrad area were being fought in the barren and unfortified steppes for posses sion of isolated water wells. the main objective of both sides. Dom. ination of a single well often naeana control of an area of hundreds e square miles, dispatches said. Ths wells are 8 necessity for the oppos- ing tank. cavalry and motor pa- trols.

 South of Stalingrad, an enemy village manned by Rumanian gar- rison fell easily before the Russians experienced in steppe fighting.

 Tn Stalingrad itself, the German were throwing 30.000 storm troops and SO tanks into a narrow sector in a frantic effort to take the city before winter settles. The Red Army was smashing every attack.

 The Communist newspaper Prayde reported that the food situation among the German assault tES0ps had become severe while heavy rains that had fallen unahated fel (C0utintaed 0n Page Al"
45_1942-09-06_p2_sn83045462_00280603648_1942090601_0135,Evening star.,01,1942-09-06,p2,"Readers Guide


and
News Summary","The Sunday Star, Sept. 6,1S4


SECTION A.","Notlonol.


Roosevelt's labor message warns Of


stormy days ahead Page Al
Cuban police announce arrest OF ""im-


portant"" German spy. Page AT
Labor Day ship launchings hailed


as world record. Page As
Washington and Vicinity.
Five injured in collision Of street.


cars. Page ALL
Control center drills will begin this


week. Page A-12
Board Of Education to gear schools


to war needs. Page Ala
Man killed, woman badly hurt in


falls. Page Ala
Foreign.


U. s. airmen pound Nazi areas In


biggest assault Of war. Page Al
Franco cabinet purge seen move to


keep Spain neutral. Page AS
vichy to reorganize administration
OF French West Africa. Page AS
Stalingrad defended with unmatched


bitterness, Nazis say. Page AS"
10_1942-12-24_p1_sn83045499_00393342274_1942122401_0895,The Daily Alaska empire.,01,1942-12-24,p1,The W ashington Merry Go Round,"By DREW PEARSON tMa,or Robert s. Allen on active dutyJ","WASHINGTON-H is the in- side story of what happened at the famous banquet rendered Wen- dell Willkie in Moscow, at which Stalin criticized the British in the presence of the British Ambassa- dor.

 Like most Moscow banquets for foreign dignitaries, the dinner was followed by long series of toasts. The speakers were introduced by Foreign Minister Molotoff, four interpreters scrubbed in notebooks, later translated into Russian or English.

 The thirtieth toast that evening fell to Joe Barnes, former news paper correspondent in Russia, now with the Office of War Informa- ton. and one of Willkie's advisers on the trip. The toasts had been long and were dragging. Barnes de- cided it was time to wake people up.

 So he spoke in Russian. It was the first time in the history Of these formal banquets that a vis- iting American or Englishman re- piled in Russian and it brought down the house. Stalin himself led the applause.

 Then Barnes turned to the in- terpreters and signaled for them to interpret in English. They were confused. So Stalin suggested that Barnes translate his own speech into his native tongue, which was naturally easy for him, and he did."
5_1944-10-04_p2_sn84020662_00414185587_1944100401_0734,The Nome nugget.,01,1944-10-04,p2,"SOVIETS CLAIM HIM AS MAN OF SCIENCE

By HENRY C. CASSIDY tFor Four Years Chief of the APIS Moscow Bureau)",,"NEW YORK - To the gallery of portraits of Joseph Stalin, rev olutionary leader, statesman and soldier, new picture has just been added-Stalin, the precise, patient, semi-professional engi- neer.

 For years, Stalin has been pre- sented to the Russian people as"
7_1945-04-13_p1_sn92070146_00414189076_1945041301_0579,Imperial Valley press.,01,1945-04-13,p1,,By UNITED PRESS,"The worlds and the nations lead
ers mourned Friday the death of
Franklin Delano Roosevelt but voic-
ed confidence that his aims-com-
plete victory over the Axis and a
just and lasting peace - will be
achieved.


Comment on the passing of Mr.
Roosevelt follows;


Herbert HOOver-""The nation Sor-
rows at the passing of its President.
Whatever differences there may
have been, they end in regrets CT
death. 1t is fortunate that in this
great crisis of war our armies and
navies are under such magnificent
leadership that we shall not hesi-
tate. While we mourn Mr.. Roose-
yelt'S death, we shall march for
ward""


Prime Minister Winston Chur-
chill, in message to Mrs. Eleanor
Roosevelt send my most pro-
found sympathy in your grievous
loss. 1t is also the loss of the Brit
ish nation and the cause of freedom
in every land


Premier Josef Stalin-""The gov
ernment Of the Soviet Union eX-
presses its sincere sympathy to the"
13_1943-12-18_p4_sn83045499_00393342298_1943121801_0868,The Daily Alaska empire.,01,1943-12-18,p4,MONDAY. DECEMBER 20,,"Benefic aspects rule today. after early morning, which should be fortunate for aviators. soldiers and the general public.

 BUSINESS AFFAIRS: Shoppers will contend recklessly for coveted merchandise but may use poor judgment in buying. Despite Gov ernment warnings money will be spent generously on luxuries. There is sign which encourages the idea that the best time is now and the present is the only sure hope.

 NATIONAL ISSUES: Owing to the number of absentees during the holiday season, nation wide discus sion of American women in indus try will be marked by anxiety. The stars, however, indicate that. after the first fortnight of the new year, women will prove their ability to share in wartime tasks

 INTERNATIONAL AFFAIR Jupiter's present station in the midheaven of Stalin is extremely suspicious for the Russian leader and the Allies. April of next year should be most fortunate for the Premier. It has been previously forecast that so long as Stalin's will prevails there will be no insuper- able differences affecting the United Nations His sagacity and foresight are to prove of supreme importance next month.

 Persons whose birthdate it is have the augury of year of .extraor- dinary experiences that bring good fortune. They should press all their important ambitions.

 Children born on this day prob ably will be exceptionally talented and widely popular. Generous, hu- mane and fastidious, they have the promise of success."
18_1945-10-22_p1_sn84020662_00414185915_1945102201_0643,The Nome nugget.,01,1945-10-22,p1,Deny Death Of Stalin,,"PARIS, Oct 22-(P}-A spokes- man at the Soviet Embassy denied the recurring reports that Stalin is dead. The spokesman said the rumors, current here since Sun day, were ""either pure rumor or propaganda"""
